% start	end	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	delay	stdDev	min	max	PduSize	stdDev	min	max
0.1	0.2	1	1	9	3	178	233180	56	73360	0.0281014	0.011917	0.00749881	0.0633308	1310	0	1310	1310	
0.1	0.2	1	2	11	3	178	233180	50	65500	0.0382277	0.0170567	0.0109977	0.0644977	1310	0	1310	1310	
0.1	0.2	1	3	5	3	178	233180	50	65500	0.0322267	0.0170567	0.00499665	0.0584967	1310	0	1310	1310	
0.1	0.2	1	4	4	3	178	233180	136	178160	0.0102434	0.0127167	0.00132761	0.0419956	1310	0	1310	1310	
0.1	0.2	1	5	12	3	178	233180	139	182090	0.0110835	0.0138091	0.0010051	0.0444945	1310	0	1310	1310	
0.1	0.2	1	6	10	3	178	233180	64	83840	0.0348317	0.0199935	0.00749341	0.0733254	1310	0	1310	1310	
0.1	0.2	1	7	3	3	178	233180	61	79910	0.0247516	0.0124343	0.00407437	0.0450744	1310	0	1310	1310	
0.1	0.2	1	8	7	3	178	233180	52	68120	0.0196125	0.011267	0.00399125	0.0659661	1310	0	1310	1310	
0.1	0.2	1	9	1	3	178	233180	52	68120	0.0378556	0.0180829	0.00349017	0.0654902	1310	0	1310	1310	
0.1	0.2	1	10	6	3	178	233180	50	65500	0.0332191	0.0170567	0.00598909	0.0594891	1310	0	1310	1310	
0.1	0.2	1	11	2	3	178	233180	52	68120	0.0258342	0.0106281	0.00398801	0.041988	1310	0	1310	1310	
0.1	0.2	1	12	8	3	178	233180	50	65500	0.0352169	0.0170567	0.00798693	0.0614869	1310	0	1310	1310	
0.2	0.3	1	1	9	3	198	259380	59	77290	0.0630652	0.0118399	0.0439988	0.0933308	1310	0	1310	1310	
0.2	0.3	1	2	11	3	378	495180	107	140170	0.0716099	0.0363045	0.0109977	0.131998	1310	0	1310	1310	
0.2	0.3	1	3	5	3	540	707400	268	349402	0.0481839	0.0377386	0.00102512	0.134497	1303.74	84.3149	162	1322	
0.2	0.3	1	4	4	3	198	259380	157	205670	0.0284933	0.0288613	0.00147047	0.0819956	1310	0	1310	1310	
0.2	0.3	1	5	12	3	198	259380	160	209600	0.0221393	0.0288072	0.00105867	0.0804945	1310	0	1310	1310	
0.2	0.3	1	6	10	3	198	259380	61	79910	0.0668185	0.0130146	0.0454934	0.104075	1310	0	1310	1310	
0.2	0.3	1	7	3	3	198	259380	65	85150	0.0637551	0.010952	0.0424923	0.0839923	1310	0	1310	1310	
0.2	0.3	1	8	7	3	198	259380	58	75980	0.0467642	0.0190119	0.0299913	0.177323	1310	0	1310	1310	
0.2	0.3	1	9	1	3	198	259380	57	74670	0.101885	0.0193004	0.0709902	0.13299	1310	0	1310	1310	
0.2	0.3	1	10	6	3	198	259380	64	83840	0.100052	0.0217926	0.0649891	0.135489	1310	0	1310	1310	
0.2	0.3	1	11	2	3	198	259380	57	74670	0.0640494	0.0139825	0.039488	0.087988	1310	0	1310	1310	
0.2	0.3	1	12	8	3	198	259380	57	74670	0.0978817	0.0193004	0.0669869	0.128987	1310	0	1310	1310	
0.3	0.4	1	1	9	3	198	259380	71	93010	0.116001	0.0414503	0.0824988	0.269831	1310	0	1310	1310	
